순번,시장-상점가 구분,인정여부,지자체,시장-상점가명,실시여부 - 1) 배송서비스,실시여부 - 2) 장보기서비스
1748,전통시장,인정시장,충북보은군,회인재래시장,2,2
1749,전통시장,미인정시장,충북옥천군,청산시장(청산재래시장),2,2
1750,전통시장,인정시장,충북충주시,엄정내창시장,2,2
1751,전통시장,인정시장,충남예산군,광시시장,2,2
1752,전통시장,인정시장,충남예산군,삽교시장,2,2
1753,전통시장,인정시장,전북익산시,서동시장,2,2
1754,전통시장,인정시장,전북익산시,익산금마시장,1,1
1755,전통시장,인정시장,전북익산시,중앙시장,2,2
1756,전통시장,인정시장,전남고흥군,고흥전통시장,2,2
1757,전통시장,인정시장,전남목포시,동부시장,2,2
1758,전통시장,인정시장,전남목포시,목포종합수산시장,2,2
1759,전통시장,인정시장,전남무안군,망운전통시장,2,2
1760,전통시장,인정시장,전남순천시,괴목시장,2,2
1761,전통시장,인정시장,전남순천시,승주시장,2,2
1762,전통시장,인정시장,전남순천시,중앙시장,2,2
1763,전통시장,인정시장,전남여수시,덕양시장,2,2
1764,전통시장,인정시장,전남여수시,중앙선어시장,2,2
1765,전통시장,인정시장,전남완도군,노화읍5일시장,2,2
1766,전통시장,인정시장,전남함평군,나산시장,2,2
1767,전통시장,인정시장,경남고성군,고성시장,1,2
1768,전통시장,인정시장,경남고성군,영오시장,2,1
1769,전통시장,인정시장,경남창원시,구암현대시장,2,2
1770,전통시장,인정시장,경남창원시,덕산그린피아상가,2,2
1771,전통시장,인정시장,경남창원시,마천시장,2,2
1772,전통시장,인정시장,경남창원시,북동공설시장,2,2
1773,전통시장,인정시장,경남하동군,화개장터,2,2
1774,전통시장,인정시장,제주서귀포시,모슬포중앙시장,2,2
1775,상점가,상점가,서울종로구,충신시장,2,2
1776,상점가,상점가,부산해운대구,반송1번가,2,2
1777,상점가,상점가,광주동구,나무전거리,1,2
1778,상점가,상점가,광주동구,지산유원지,2,2
1779,상점가,상점가,경기여주시,여주375아울렛상점가,2,2
1780,상점가,상점가,경기의정부시,로데오거리상점가,2,2
1781,상점가,상점가,경기화성시,북광장상가,2,2
1782,상점가,상점가,강원춘천시,육림고개 상점가,2,2
1783,상점가,상점가,강원태백시,황지시장상점가,2,2
1784,상점가,상점가,충남아산시,배방상점가,2,2
1785,상점가,상점가,충남천안시,두정동상점가,2,2
1786,상점가,상점가,전북익산시,그린상점가,2,2
1787,상점가,상점가,전남순천시,금당상가,2,2
1788,상점가,상점가,전남순천시,연향패션상가,2,2
1789,상점가,상점가,전남순천시,왕지상가,2,2
1790,상점가,상점가,전남순천시,중앙시민로상점가,2,2
1791,지하도상점가,인정시장,서울중구,명동지하쇼핑센터,2,2
1792,지하도상점가,상점가,서울중구,을지로지하쇼핑센터,2,2
1793,지하도상점가,상점가,서울중구,을지입구지하쇼핑센터,2,2
1794,지하도상점가,인정시장,서울중구,회현지하쇼핑센터,2,2
1795,지하도상점가,상점가,부산중구,남포역S지하상가,2,2
1796,지하도상점가,인정시장,인천미추홀구,제물포지하상가,2,2
1797,상점가,상점가,경기남양주시,금곡홍유릉상점가,2,2
1798,상점가,상점가,경기용인시,구갈상점가,2,2
1799,전통시장,인정시장,서울마포구,합정시장,2,2
1800,전통시장,인정시장,전남순천시,주암시장,2,2
1801,상점가,상점가,서울서대문구,신촌 상점가,2,2
1802,지하도상점가,상점가,서울서초구,엔터식스 강남점,2,2
1803,상점가,상점가,경기과천시,중앙동상점가,2,2
1804,상점가,상점가,경기남양주시,덕소상점가,2,2
1805,상점가,상점가,경기남양주시,맷돌모루상점가,2,2
1806,상점가,상점가,경기여주시,강변상점가,2,2
1807,상점가,상점가,강원태백시,중앙로 상점가 ,2,2
1808,지하도상점가,상점가,서울종로구,대일상가(낙원지하상가),2,2
1809,전통시장,인정시장,서울중구,Team204,2,2
1810,상점가,상점가,경기여주시,터미널상점가,2,2
1811,상점가,상점가,전남여수시,흥국상가,2,2
